x,GSPC,IXIC,RUA.D,RUI.D,RUT.D,MLCR,MLGR,MLVL,MSCR,MSGR,MSVL,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XLC,XLRE,SPXX,EFA,SP.L4,VWO,FPX1,SHCP,FTSE.,NIKI,GSPTSE
1927-12-30,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-03,17.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-04,17.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-05,17.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-06,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-09,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-10,17.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-11,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-12,17.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-13,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-16,17.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-17,17.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-18,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-19,17.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-20,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-23,17.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-24,17.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-25,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-26,17.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-27,17.690001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-30,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-01-31,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-01,17.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-02,17.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-03,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-06,17.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-07,17.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-08,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-09,17.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-10,17.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-14,17.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-15,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-16,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-17,17.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-20,16.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-21,17.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-23,17.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-24,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-27,17.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-28,17.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-02-29,17.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-01,17.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-02,17.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-05,17.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-06,17.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-07,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-08,17.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-09,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-12,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-13,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-14,17.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-15,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-16,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-19,18.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-20,18.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-21,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-22,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-23,18.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-26,19.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-27,18.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-28,18.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-29,18.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-03-30,19.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-02,18.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-03,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-04,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-05,19.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-09,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-10,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-11,19.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-12,19.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-13,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-16,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-17,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-18,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-19,19.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-20,19.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-23,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-24,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-25,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-26,19.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-27,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-04-30,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-01,19.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-02,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-03,19.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-04,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-07,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-08,20.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-09,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-10,20.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-11,20.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-14,20.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-15,20.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-16,20.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-17,20.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-18,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-21,19.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-22,19.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-23,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-24,19.870001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-25,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-28,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-29,19.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-05-31,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-01,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-04,19.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-05,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-06,19.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-07,19.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-08,19.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-11,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-12,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-13,18.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-14,19.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-15,18.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-18,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-19,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-20,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-21,18.559999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-22,18.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-25,18.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-26,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-27,18.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-28,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-06-29,19.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-02,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-03,19.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-05,19.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-06,19.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-09,19.459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-10,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-11,18.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-12,18.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-13,18.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-16,18.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-17,18.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-18,19.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-19,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-20,19.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-23,19.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-24,19.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-25,19.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-26,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-27,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-30,19.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-07-31,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-01,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-02,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-03,19.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-06,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-07,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-08,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-09,19.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-10,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-13,19.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-14,19.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-15,19.469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-16,19.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-17,19.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-20,19.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-21,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-22,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-23,20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-24,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-27,20.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-28,20.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-29,20.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-30,20.610001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-08-31,20.870001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-04,20.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-05,21.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-06,20.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-07,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-10,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-11,21.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-12,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-13,21.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-14,21.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-17,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-18,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-19,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-20,21.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-21,21.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-24,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-25,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-26,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-27,21.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-09-28,21.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-01,21.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-02,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-03,21.190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-04,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-05,21.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-08,21.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-09,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-10,21.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-11,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-15,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-16,21.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-17,21.790001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-18,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-19,21.959999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-22,21.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-23,21.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-24,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-25,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-26,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-29,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-30,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-10-31,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-01,21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-02,21.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-05,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-07,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-08,22.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-09,22.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-12,22.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-13,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-14,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-15,23.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-16,23.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-19,23.370001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-20,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-21,23.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-22,23.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-23,23.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-26,23.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-27,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-28,24.190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-11-30,24.280001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-03,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-04,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-05,23.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-06,22.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-07,22.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-10,22.309999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-11,22.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-12,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-13,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-14,22.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-17,22.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-18,22.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-19,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-20,23.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-21,23.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-24,23.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-26,23.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-27,23.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-28,23.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928-12-31,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-02,24.809999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-03,24.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-04,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-07,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-08,24.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-09,24.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-10,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-11,24.540001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-14,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-15,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-16,24.559999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-17,24.690001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-18,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-21,24.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-22,25.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-23,25.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-24,25.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-25,25.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-28,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-29,25.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-30,25.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-01-31,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-01,25.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-04,25.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-05,25.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-06,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-07,24.709999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-08,24.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-11,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-13,24.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-14,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-15,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-18,24.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-19,24.379999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-20,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-21,24.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-25,24.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-26,24.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-27,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-02-28,25.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-01,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-04,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-05,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-06,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-07,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-08,25.309999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-11,24.950001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-12,24.969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-13,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-14,25.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-15,26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-18,26.040001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-19,26.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-20,26.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-21,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-22,25.549999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-25,24.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-26,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-27,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-03-28,25.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-01,24.879999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-02,25.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-03,24.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-04,25.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-05,25.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-08,24.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-09,24.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-10,24.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-11,25.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-12,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-15,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-16,25.059999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-17,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-18,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-19,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-22,25.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-23,25.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-24,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-25,25.629999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-26,25.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-29,25.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929-04-30,25.940001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
